fitness_func,selection,xo,xo_prob,mutation,mut_prob,run,generation,fitness,final nutrients diff,food variety
fitness_sum_excess_shortfall,tournament_sel,single_point_xo,0.8,swap_mutation,0.15,2,86,212290878.8,,
fitness_sum_excess_shortfall,tournament_sel,single_point_xo,0.8,swap_mutation,0.15,2,87,205479685.0,,
fitness_sum_excess_shortfall,tournament_sel,single_point_xo,0.8,swap_mutation,0.15,2,88,194792461.10000002,,
fitness_sum_excess_shortfall,tournament_sel,single_point_xo,0.8,swap_mutation,0.15,2,89,187682102.30000004,,
fitness_sum_excess_shortfall,tournament_sel,single_point_xo,0.8,swap_mutation,0.15,2,90,187682102.30000004,,
fitness_sum_excess_shortfall,tournament_sel,single_point_xo,0.8,swap_mutation,0.15,2,91,187682102.30000004,,
fitness_sum_excess_shortfall,tournament_sel,single_point_xo,0.8,swap_mutation,0.15,2,92,181385698.0,,
fitness_sum_excess_shortfall,tournament_sel,single_point_xo,0.8,swap_mutation,0.15,2,93,178659793.49999997,,
fitness_sum_excess_shortfall,tournament_sel,single_point_xo,0.8,swap_mutation,0.15,2,94,178292579.5,,
fitness_sum_excess_shortfall,tournament_sel,single_point_xo,0.8,swap_mutation,0.15,2,95,172363389.2,,
fitness_sum_excess_shortfall,tournament_sel,single_point_xo,0.8,swap_mutation,0.15,2,96,160847257.9,,
fitness_sum_excess_shortfall,tournament_sel,single_point_xo,0.8,swap_mutation,0.15,2,97,155663444.7,,
fitness_sum_excess_shortfall,tournament_sel,single_point_xo,0.8,swap_mutation,0.15,2,98,146641135.9,,
fitness_sum_excess_shortfall,tournament_sel,single_point_xo,0.8,swap_mutation,0.15,2,99,141394343.6,,
fitness_sum_excess_shortfall,tournament_sel,single_point_xo,0.8,swap_mutation,0.15,2,100,135434142.7,"[7314.6, 58880.0, 290.69999999999993, 19925.0, 5860.799999999999, 1143.0000000000002, 822.3999999999995, 12204.0, 28979.0]",56.0
fitness_sum_excess_shortfall,tournament_sel,single_point_xo,0.8,swap_mutation,0.15,3,1,2130245154.8,,
fitness_sum_excess_shortfall,tournament_sel,single_point_xo,0.8,swap_mutation,0.15,3,2,2052450609.3,,
fitness_sum_excess_shortfall,tournament_sel,single_point_xo,0.8,swap_mutation,0.15,3,3,1924625016.7,,
fitness_sum_excess_shortfall,tournament_sel,single_point_xo,0.8,swap_mutation,0.15,3,4,1921509990.3,,
fitness_sum_excess_shortfall,tournament_sel,single_point_xo,0.8,swap_mutation,0.15,3,5,1823400316.6,,
fitness_sum_excess_shortfall,tournament_sel,single_point_xo,0.8,swap_mutation,0.15,3,6,1786407256.4,,
fitness_sum_excess_shortfall,tournament_sel,single_point_xo,0.8,swap_mutation,0.15,3,7,1760695354.5,,
fitness_sum_excess_shortfall,tournament_sel,single_point_xo,0.8,swap_mutation,0.15,3,8,1708130952.6,,
fitness_sum_excess_shortfall,tournament_sel,single_point_xo,0.8,swap_mutation,0.15,3,9,1597418886.9,,
fitness_sum_excess_shortfall,tournament_sel,single_point_xo,0.8,swap_mutation,0.15,3,10,1597418886.9,,
fitness_sum_excess_shortfall,tournament_sel,single_point_xo,0.8,swap_mutation,0.15,3,11,1513077318.5,,
fitness_sum_excess_shortfall,tournament_sel,single_point_xo,0.8,swap_mutation,0.15,3,12,1513077318.5,,
fitness_sum_excess_shortfall,tournament_sel,single_point_xo,0.8,swap_mutation,0.15,3,13,1502257983.0,,
fitness_sum_excess_shortfall,tournament_sel,single_point_xo,0.8,swap_mutation,0.15,3,14,1453656804.2,,
fitness_sum_excess_shortfall,tournament_sel,single_point_xo,0.8,swap_mutation,0.15,3,15,1433012937.4,,
fitness_sum_excess_shortfall,tournament_sel,single_point_xo,0.8,swap_mutation,0.15,3,16,1381153087.5999997,,
fitness_sum_excess_shortfall,tournament_sel,single_point_xo,0.8,swap_mutation,0.15,3,17,1371868289.8,,
fitness_sum_excess_shortfall,tournament_sel,single_point_xo,0.8,swap_mutation,0.15,3,18,1335623887.5,,
fitness_sum_excess_shortfall,tournament_sel,single_point_xo,0.8,swap_mutation,0.15,3,19,1318331272.9999998,,
fitness_sum_excess_shortfall,tournament_sel,single_point_xo,0.8,swap_mutation,0.15,3,20,1295453361.5,,
fitness_sum_excess_shortfall,tournament_sel,single_point_xo,0.8,swap_mutation,0.15,3,21,1253933536.5,,
fitness_sum_excess_shortfall,tournament_sel,single_point_xo,0.8,swap_mutation,0.15,3,22,1215749339.7000003,,
fitness_sum_excess_shortfall,tournament_sel,single_point_xo,0.8,swap_mutation,0.15,3,23,1194384421.6,,
fitness_sum_excess_shortfall,tournament_sel,single_point_xo,0.8,swap_mutation,0.15,3,24,1168045874.9,,
fitness_sum_excess_shortfall,tournament_sel,single_point_xo,0.8,swap_mutation,0.15,3,25,1135166313.9,,
fitness_sum_excess_shortfall,tournament_sel,single_point_xo,0.8,swap_mutation,0.15,3,26,1132623543.9,,
fitness_sum_excess_shortfall,tournament_sel,single_point_xo,0.8,swap_mutation,0.15,3,27,1107583173.8,,
fitness_sum_excess_shortfall,tournament_sel,single_point_xo,0.8,swap_mutation,0.15,3,28,1055803730.9000002,,
fitness_sum_excess_shortfall,tournament_sel,single_point_xo,0.8,swap_mutation,0.15,3,29,1047128706.9999999,,
fitness_sum_excess_shortfall,tournament_sel,single_point_xo,0.8,swap_mutation,0.15,3,30,1021462924.4000001,,
fitness_sum_excess_shortfall,tournament_sel,single_point_xo,0.8,swap_mutation,0.15,3,31,1009762892.6,,
fitness_sum_excess_shortfall,tournament_sel,single_point_xo,0.8,swap_mutation,0.15,3,32,1006549586.5000001,,
fitness_sum_excess_shortfall,tournament_sel,single_point_xo,0.8,swap_mutation,0.15,3,33,972933386.9,,
fitness_sum_excess_shortfall,tournament_sel,single_point_xo,0.8,swap_mutation,0.15,3,34,957322972.5,,
fitness_sum_excess_shortfall,tournament_sel,single_point_xo,0.8,swap_mutation,0.15,3,35,933081270.8,,
fitness_sum_excess_shortfall,tournament_sel,single_point_xo,0.8,swap_mutation,0.15,3,36,923798808.5,,
fitness_sum_excess_shortfall,tournament_sel,single_point_xo,0.8,swap_mutation,0.15,3,37,908041447.0,,
fitness_sum_excess_shortfall,tournament_sel,single_point_xo,0.8,swap_mutation,0.15,3,38,893345336.5,,
fitness_sum_excess_shortfall,tournament_sel,single_point_xo,0.8,swap_mutation,0.15,3,39,851655795.1,,
