fitness_func,selection,xo,xo_prob,mutation,mut_prob,run,generation,fitness,final nutrients diff,food variety,Additional info
fitness_each_shortfall,tournament_sel,fitness_dependent_xo,0.85,flip_food,0.15,1,69,1189.1999999999998,,,"{'fitness_dependent_xo_var': 'uniform_xo', 'tour_size': 4}"
fitness_each_shortfall,tournament_sel,fitness_dependent_xo,0.85,flip_food,0.15,1,70,1189.1999999999998,,,"{'fitness_dependent_xo_var': 'uniform_xo', 'tour_size': 4}"
fitness_each_shortfall,tournament_sel,fitness_dependent_xo,0.85,flip_food,0.15,1,71,1189.1999999999998,,,"{'fitness_dependent_xo_var': 'uniform_xo', 'tour_size': 4}"
fitness_each_shortfall,tournament_sel,fitness_dependent_xo,0.85,flip_food,0.15,1,72,1189.1999999999998,,,"{'fitness_dependent_xo_var': 'uniform_xo', 'tour_size': 4}"
fitness_each_shortfall,tournament_sel,fitness_dependent_xo,0.85,flip_food,0.15,1,73,1189.1999999999998,,,"{'fitness_dependent_xo_var': 'uniform_xo', 'tour_size': 4}"
fitness_each_shortfall,tournament_sel,fitness_dependent_xo,0.85,flip_food,0.15,1,74,1189.1999999999998,,,"{'fitness_dependent_xo_var': 'uniform_xo', 'tour_size': 4}"
fitness_each_shortfall,tournament_sel,fitness_dependent_xo,0.85,flip_food,0.15,1,75,1189.1999999999998,,,"{'fitness_dependent_xo_var': 'uniform_xo', 'tour_size': 4}"
fitness_each_shortfall,tournament_sel,fitness_dependent_xo,0.85,flip_food,0.15,1,76,1189.1999999999998,,,"{'fitness_dependent_xo_var': 'uniform_xo', 'tour_size': 4}"
fitness_each_shortfall,tournament_sel,fitness_dependent_xo,0.85,flip_food,0.15,1,77,1189.1999999999998,,,"{'fitness_dependent_xo_var': 'uniform_xo', 'tour_size': 4}"
fitness_each_shortfall,tournament_sel,fitness_dependent_xo,0.85,flip_food,0.15,1,78,1189.1999999999998,,,"{'fitness_dependent_xo_var': 'uniform_xo', 'tour_size': 4}"
fitness_each_shortfall,tournament_sel,fitness_dependent_xo,0.85,flip_food,0.15,1,79,1189.1999999999998,,,"{'fitness_dependent_xo_var': 'uniform_xo', 'tour_size': 4}"
fitness_each_shortfall,tournament_sel,fitness_dependent_xo,0.85,flip_food,0.15,1,80,1189.1999999999998,,,"{'fitness_dependent_xo_var': 'uniform_xo', 'tour_size': 4}"
fitness_each_shortfall,tournament_sel,fitness_dependent_xo,0.85,flip_food,0.15,1,81,1189.1999999999998,,,"{'fitness_dependent_xo_var': 'uniform_xo', 'tour_size': 4}"
fitness_each_shortfall,tournament_sel,fitness_dependent_xo,0.85,flip_food,0.15,1,82,1189.1999999999998,,,"{'fitness_dependent_xo_var': 'uniform_xo', 'tour_size': 4}"
fitness_each_shortfall,tournament_sel,fitness_dependent_xo,0.85,flip_food,0.15,1,83,1189.1999999999998,,,"{'fitness_dependent_xo_var': 'uniform_xo', 'tour_size': 4}"
